page_version,session_duration,bounce_rate,conversion_rate
B,370.7188520069923,0.22169508836273177,0.05052160152130083
B,337.41188766338087,0.2984509901719751,0.08368180560502984
B,398.92815072657646,0.22635950597658575,0.055316840537284355
B,248.19385686282288,0.2210722354326544,0.10449403923655787
B,360.57558876132435,0.25406122524593083,0.08689565894771759
B,363.56347591082107,0.22980262187116998,0.11788038893750129
B,266.8792373565351,0.2848288923394015,0.08705824826529181
B,287.6804646103586,0.2982267992664747,0.07395148096975118
B,347.800546077161,0.2504299822468242,0.07642386988775711
B,215.15400927458126,0.24597927446144421,0.08394324557551058
B,358.99386912757313,0.2653279173944618,0.07871023434807585
B,368.15107041578204,0.32244313006977793,0.09391124404698417
B,300.58766522867063,0.30557605174611147,0.08953104584350437
B,267.0635772282984,0.34480389784632615,0.11851755172015986
B,368.87504723621066,0.30196354283610805,0.10704444532409864
B,310.0481204893241,0.22702267394900902,0.11061813698343134
B,299.39500146134554,0.2186168516848881,0.11137441281584885
B,326.43381784637774,0.29900582547807397,0.09966656715428523
B,318.9635029582825,0.25541846202830726,0.06777504989345026
B,266.8120421869738,0.3314251467243575,0.05402988010685931
B,367.7611237891755,0.23558170130049116,0.07096925507768925
B,230.33259831944255,0.2026442560687571,0.0674923158551516
B,381.49789441544004,0.3430056269340912,0.06912817281676625
B,335.3320088039247,0.318141339082957,0.11606672253361362
B,343.0202267670909,0.3476369050008229,0.11185604299562661
B,315.26288958267156,0.26535362236968923,0.11316405317994888
B,306.1496297264832,0.32627585839511586,0.051618636499387804
B,354.7472653197358,0.3008801448347709,0.07208455435948756
B,346.2008874596802,0.2820529751978784,0.08957951539918138
B,362.583945064152,0.27813366144086327,0.11462617971114535
B,292.71757778741664,0.2977705213674664,0.07137582450109721
B,303.3643202401716,0.21395882536649583,0.06973450614959192
B,330.9717951730307,0.29158470715916057,0.1011002708863677
B,300.0498596132576,0.2575413727563281,0.10877638914930823
B,293.9647188175907,0.21565379478439098,0.09444949458870883
B,302.2538322504297,0.20553500491352097,0.07463282514590067
B,281.11321340225936,0.21611893025314752,0.11776243895960938
B,261.81493649023247,0.22843986559621354,0.08290263139205542
B,357.17166376815237,0.2675719849585058,0.09079318101330697
B,385.15812709768255,0.33787995087307665,0.0886612117572465
B,317.94751583246443,0.23440653679155235,0.05160206617423676
B,283.6226705406152,0.2752635716911682,0.05948458515782817
B,325.4355802117131,0.28273436587904427,0.09415959536948593
B,321.42236558062325,0.2227632382109944,0.08467848449612461
B,324.9619500725847,0.2603285682078882,0.07759698691955788
B,274.353362317961,0.2749354861968448,0.05576981848608504
B,304.7687364394816,0.3210445218569575,0.11599241474339761
C,330.7118643913435,0.3700564411787225,0.08598622929138708
C,309.97159461825584,0.28368160843322326,0.06743230099925793
C,276.03064614672326,0.29955129910867345,0.07858423899217651
C,311.43951275778596,0.21624058144480612,0.04980975853490942
C,311.2675525034449,0.31230574105304676,0.08511824300029905
C,249.56202841047553,0.34185720617432924,0.08670512824288162
C,315.36132735874884,0.24688101539674567,0.06749629214871172
C,319.6587103894731,0.3601554601689656,0.051981307192857665
C,200.5944801434457,0.37234604380790404,0.07928423857618594
C,204.4919426128998,0.25152183330134387,0.08370352357722954
C,383.64939313416687,0.29500718172298823,0.06184702118474918
C,316.8304972845937,0.302685305662902,0.0806821076789451
C,320.428491439148,0.2747693372238339,0.08048491043796649
C,374.687594365575,0.3672778011695505,0.08211973731853486
C,252.10293116550883,0.34713039361713094,0.062011809023138936
C,303.2082887690905,0.29075524971199684,0.03419168927820143
C,356.2722532182494,0.24565415257066622,0.0787352581516381
C,260.0009133720941,0.26860113609790254,0.05989914324963122
C,252.6271218486233,0.2844908599212782,0.07937983040616375
C,296.63435467990126,0.2631643749051412,0.0547060972985757
C,228.42239175119497,0.20431857769472161,0.07678615146908666
C,235.611052792269,0.275754347107282,0.03413607888617099
C,297.9745757424764,0.23931944447711073,0.08882529716959314
C,321.6572203688336,0.21838368653244386,0.057010227214736975
C,214.51065562508467,0.2727914427359431,0.04131331924737858
C,303.0944377218561,0.36434961640240815,0.03756084298142859
C,221.70623911442027,0.31765513480481633,0.050738879237342244
C,302.20836483980565,0.2631319345758127,0.07990825805686058
C,293.4745786535111,0.18263853522342854,0.03846408844321619
C,275.74318755277073,0.22872068190280836,0.08268073804608031
C,283.41035472905185,0.28208987839184163,0.08201785694858066
C,324.39743958825267,0.2569517088731923,0.05838668457783139
C,369.0936108887315,0.371824891833726,0.061846275826149336
C,285.65745686784777,0.36128521889069015,0.08363180094074435
C,322.2890220455227,0.35168637370425215,0.038596020833049596
C,307.45278806558895,0.19653546791620813,0.07304753881936298
C,374.49708411450035,0.2656027629058855,0.07730886038021137
C,326.3916009496211,0.2803126145206561,0.05977852792144784
C,313.7766390196827,0.271440103362946,0.08352510748184563
C,309.72520486726745,0.32576925153941305,0.0751964258084881
C,303.65360619142376,0.21986253993260846,0.06022383133918899
C,253.41915938378168,0.2885889559442284,0.08892026064905512
C,337.7794286552766,0.2530661736946285,0.06812441076071013
C,354.6892356398483,0.28683075168083766,0.04224976343862296
C,259.65319152711174,0.3668468966597178,0.06667339929730852
C,230.62347783250146,0.3659630158155404,0.06798795203242682
C,320.62870719258717,0.3767342487621659,0.04815200078795134
C,303.361049340687,0.35877414896098997,0.06942578994907592
C,224.8876590077985,0.32715625393689696,0.0698731475873999
C,309.0593951687538,0.2889451340501242,0.07887432714619855
